Absolute Path,Camera ID,Camera Name,Date/Time,Media created,Media Filename,Media Format,Media ID,Media Processed Flag,Reference,Media updated,Exposure Bias Value,Flash,Aperture Value,Focal Length,ISO Speed Ratings,Orientation,Image Height,Image Width,Sighting Created,Sighting ID,Sighting Quantity,Sighting Updated,Site ID,Site Name,[Translation missing],Survey ID,Survey Name,Survey Site ID,[Translation missing],Class,Species Common Name,Taxonomy created,Genus,Species ID,Species,Order,Species,Taxonomy updated,Trap Station ID,Camelot GPS Latitude,Camelot GPS Longitude,Trap Station Name,Trap Station Session Camera ID,Session End Date,Trap Station Session ID,Session Start Date,Behavior,Bait Fate
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\78\789bf437-ff23-4146-983e-ecfa8224603c.jpg,158,NL109B,10/11/2022 18:34,2/1/2023 14:15,789bf437-ff23-4146-983e-ecfa8224603c,jpg,3760,TRUE,TRUE,2/1/2023 14:15,0.05 sec,Flash fired,f/2.8,6 mm,295,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:54,43504,1,6/2/2023 16:54,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,unknown lagomorph,2/7/2023 19:03,unknown,30,unknown lagomorph,,lagomorph,2/7/2023 19:03,93,34.68465,-86.708694,N_L9_Y1,162,10/14/2022 0:00,157,10/8/2022 0:00,Other,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\4b\4bf40f7e-68b9-4140-ad24-f4f3560930e6.jpg,162,NL111B,10/8/2022 21:00,2/1/2023 14:50,4bf40f7e-68b9-4140-ad24-f4f3560930e6,jpg,4119,TRUE,TRUE,2/1/2023 14:50,0.05 sec,Flash fired,f/2.8,6 mm,223,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 18:03,43848,1,6/2/2023 18:03,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Virginia Opossum,10/28/2022 3:14,Didelphis,5,Virginia Opossum,,virginiana,10/28/2022 3:14,95,34.685817,-86.70873,N_L11_Y1,166,10/14/2022 0:00,161,10/8/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\f4\f482c4aa-69ec-452c-b0bb-6b6bd3e0a3e3.jpg,156,NL108B,10/10/2022 17:30,2/1/2023 3:41,f482c4aa-69ec-452c-b0bb-6b6bd3e0a3e3,jpg,3557,TRUE,TRUE,2/1/2023 3:41,0.05 sec,Flash did not fire,f/2.8,6 mm,257,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:46,43304,1,6/2/2023 16:46,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Nine-banded Armadillo,10/28/2022 3:15,Dasypus,6,Nine-banded Armadillo,,novemcinctus,10/28/2022 3:15,92,34.684038,-86.708736,N_L8_Y1,160,10/14/2022 0:00,155,10/8/2022 0:00,General_Curiosity,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\7c\7c13465d-118c-4389-944d-c85b651e72a6.jpg,150,NL104B,10/12/2022 19:55,2/1/2023 2:37,7c13465d-118c-4389-944d-c85b651e72a6,jpg,3254,TRUE,TRUE,2/1/2023 2:37,0.05 sec,Flash fired,f/2.8,6 mm,129,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:13,43008,1,6/2/2023 16:13,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Raccoon,10/28/2022 3:10,Procyon,3,Raccoon,,lotor,6/7/2023 13:26,89,34.685237,-86.714208,N_L4_Y1,154,10/14/2022 0:00,149,10/8/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\bf\bfa76a91-682a-4fac-a196-e74cba508095.jpg,163,NL112A,10/2/2022 18:41,2/1/2023 15:05,bfa76a91-682a-4fac-a196-e74cba508095,jpg,4222,TRUE,TRUE,2/1/2023 15:05,0.05 sec,Flash fired,f/2.8,6 mm,338,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 18:13,43950,2,6/2/2023 18:13,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Raccoon,10/28/2022 3:10,Procyon,3,Raccoon,,lotor,6/7/2023 13:26,96,34.68633,-86.708781,N_L12_Y1,167,10/8/2022 0:00,162,10/1/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\96\96b0906a-e4e3-4405-9ac8-84a63929ce24.jpg,144,NL101B,10/8/2022 22:06,2/1/2023 1:09,96b0906a-e4e3-4405-9ac8-84a63929ce24,jpg,2751,TRUE,TRUE,2/1/2023 1:09,0.05 sec,Flash fired,f/2.8,6 mm,169,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 13:51,42505,1,6/2/2023 13:51,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Raccoon,10/28/2022 3:10,Procyon,3,Raccoon,,lotor,6/7/2023 13:26,86,34.683506,-86.71421,N_L1_Y1,148,10/14/2022 0:00,143,10/8/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b6\b6ce7b7e-4034-4288-9d66-98702bde97f9.jpg,144,NL101B,10/8/2022 22:06,2/1/2023 1:09,b6ce7b7e-4034-4288-9d66-98702bde97f9,jpg,2746,TRUE,TRUE,2/1/2023 1:09,0.05 sec,Flash fired,f/2.8,6 mm,195,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 13:51,42500,1,6/2/2023 13:51,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Raccoon,10/28/2022 3:10,Procyon,3,Raccoon,,lotor,6/7/2023 13:26,86,34.683506,-86.71421,N_L1_Y1,148,10/14/2022 0:00,143,10/8/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\ae\ae9501f1-d395-4332-9bb4-0adbcfbaa7d7.jpg,163,NL112A,10/2/2022 18:41,2/1/2023 15:05,ae9501f1-d395-4332-9bb4-0adbcfbaa7d7,jpg,4223,TRUE,TRUE,2/1/2023 15:05,0.05 sec,Flash fired,f/2.8,6 mm,338,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 18:13,43951,2,6/2/2023 18:13,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Raccoon,10/28/2022 3:10,Procyon,3,Raccoon,,lotor,6/7/2023 13:26,96,34.68633,-86.708781,N_L12_Y1,167,10/8/2022 0:00,162,10/1/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c7\c79b6c37-cd87-4b83-be25-bd983d5ceb62.jpg,152,NL105B,10/11/2022 17:58,2/1/2023 2:59,c79b6c37-cd87-4b83-be25-bd983d5ceb62,jpg,3347,TRUE,TRUE,2/1/2023 2:59,0.05 sec,Flash did not fire,f/2.8,6 mm,1177,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:25,43097,1,6/2/2023 16:25,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Coyote,10/28/2022 12:36,Canis,10,Coyote,,latrans,10/28/2022 12:36,90,34.685815,-86.714206,N_L5_Y1,156,10/14/2022 0:00,151,10/8/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\2e\2e23dd30-48f1-4e7d-bf9f-a44b8995a4b6.jpg,152,NL105B,10/9/2022 22:14,2/1/2023 2:58,2e23dd30-48f1-4e7d-bf9f-a44b8995a4b6,jpg,3293,TRUE,TRUE,2/1/2023 2:58,0.05 sec,Flash fired,f/2.8,6 mm,169,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:21,43045,1,6/2/2023 16:21,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Southern Flying Squirrel,10/27/2022 19:21,Glaucomys,1,Southern Flying Squirrel,,volans,10/27/2022 19:21,90,34.685815,-86.714206,N_L5_Y1,156,10/14/2022 0:00,151,10/8/2022 0:00,Other,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\ab\abe2d850-da18-4f10-bdfd-668534d299b2.jpg,156,NL108B,10/10/2022 17:29,2/1/2023 3:41,abe2d850-da18-4f10-bdfd-668534d299b2,jpg,3555,TRUE,TRUE,2/1/2023 3:41,0.05 sec,Flash did not fire,f/2.8,6 mm,257,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:46,43302,1,6/2/2023 16:46,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Nine-banded Armadillo,10/28/2022 3:15,Dasypus,6,Nine-banded Armadillo,,novemcinctus,10/28/2022 3:15,92,34.684038,-86.708736,N_L8_Y1,160,10/14/2022 0:00,155,10/8/2022 0:00,General_Curiosity,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\57\57878625-895e-43fb-b342-ed3074f18020.jpg,152,NL105B,10/10/2022 23:35,2/1/2023 2:59,57878625-895e-43fb-b342-ed3074f18020,jpg,3319,TRUE,TRUE,2/1/2023 2:59,0.05 sec,Flash fired,f/2.8,6 mm,169,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:24,43069,1,6/2/2023 16:24,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Virginia Opossum,10/28/2022 3:14,Didelphis,5,Virginia Opossum,,virginiana,10/28/2022 3:14,90,34.685815,-86.714206,N_L5_Y1,156,10/14/2022 0:00,151,10/8/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\bc\bc2fc64a-f921-411f-8fe8-dfd5cd3fed98.jpg,143,NL101A,10/4/2022 4:56,2/1/2023 0:51,bc2fc64a-f921-411f-8fe8-dfd5cd3fed98,jpg,2710,TRUE,TRUE,2/1/2023 0:51,0.05 sec,Flash fired,f/2.8,6 mm,195,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 12:38,42465,2,6/2/2023 12:38,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,unknown rodent,2/7/2023 19:05,unknown,31,unknown rodent,,rodent,2/7/2023 19:05,86,34.683506,-86.71421,N_L1_Y1,147,10/8/2022 0:00,142,10/1/2022 0:00,Other,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c1\c16f8d58-e6d2-49ed-bd63-8ea9da8b6e30.jpg,152,NL105B,10/10/2022 19:42,2/1/2023 2:59,c16f8d58-e6d2-49ed-bd63-8ea9da8b6e30,jpg,3309,TRUE,TRUE,2/1/2023 2:59,0.05 sec,Flash fired,f/2.8,6 mm,169,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:23,43059,1,6/2/2023 16:23,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Southern Flying Squirrel,10/27/2022 19:21,Glaucomys,1,Southern Flying Squirrel,,volans,10/27/2022 19:21,90,34.685815,-86.714206,N_L5_Y1,156,10/14/2022 0:00,151,10/8/2022 0:00,Other,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5e\5ee1cedf-1e1a-459a-a917-54d95857c7ff.jpg,156,NL108B,10/10/2022 17:29,2/1/2023 3:41,5ee1cedf-1e1a-459a-a917-54d95857c7ff,jpg,3550,TRUE,TRUE,2/1/2023 3:41,0.05 sec,Flash did not fire,f/2.8,6 mm,257,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:45,43297,1,6/2/2023 16:45,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Nine-banded Armadillo,10/28/2022 3:15,Dasypus,6,Nine-banded Armadillo,,novemcinctus,10/28/2022 3:15,92,34.684038,-86.708736,N_L8_Y1,160,10/14/2022 0:00,155,10/8/2022 0:00,Bait_Interest,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\bc\bcd0c05d-9ac5-438c-b2ab-5a4acd419991.jpg,159,NL110A,10/2/2022 2:52,2/1/2023 14:29,bcd0c05d-9ac5-438c-b2ab-5a4acd419991,jpg,3788,TRUE,TRUE,2/1/2023 14:29,0.05 sec,Flash fired,f/2.8,6 mm,223,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:55,43527,1,6/2/2023 16:55,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Raccoon,10/28/2022 3:10,Procyon,3,Raccoon,,lotor,6/7/2023 13:26,94,34.685229,-86.70877,N_L10_Y1,163,10/8/2022 0:00,158,10/1/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\27\27bf03fb-fb0c-4a00-a431-c049bca1c996.jpg,149,NL104A,10/5/2022 15:58,2/1/2023 2:33,27bf03fb-fb0c-4a00-a431-c049bca1c996,jpg,3197,TRUE,TRUE,2/1/2023 2:33,1/40 sec,Flash did not fire,f/2.8,6 mm,129,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:06,42954,1,6/2/2023 16:06,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Eastern gray squirrel,10/28/2022 12:35,Sciurus,9,Eastern gray squirrel,,carolinensis,6/7/2023 13:24,89,34.685237,-86.714208,N_L4_Y1,153,10/8/2022 0:00,148,10/1/2022 0:00,Bait_Interest,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\4a\4a4d902c-31fb-45a4-b271-f46c865352ac.jpg,152,NL105B,10/10/2022 4:15,2/1/2023 2:59,4a4d902c-31fb-45a4-b271-f46c865352ac,jpg,3297,TRUE,TRUE,2/1/2023 2:59,0.05 sec,Flash fired,f/2.8,6 mm,169,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:22,43047,1,6/2/2023 16:22,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Southern Flying Squirrel,10/27/2022 19:21,Glaucomys,1,Southern Flying Squirrel,,volans,10/27/2022 19:21,90,34.685815,-86.714206,N_L5_Y1,156,10/14/2022 0:00,151,10/8/2022 0:00,Bait_Interest,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\2f\2ffcfbde-26e5-44c0-9106-fa1f650bff09.jpg,152,NL105B,10/10/2022 4:15,2/1/2023 2:58,2ffcfbde-26e5-44c0-9106-fa1f650bff09,jpg,3296,TRUE,TRUE,2/1/2023 2:58,0.05 sec,Flash fired,f/2.8,6 mm,169,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:22,43046,1,6/2/2023 16:22,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Southern Flying Squirrel,10/27/2022 19:21,Glaucomys,1,Southern Flying Squirrel,,volans,10/27/2022 19:21,90,34.685815,-86.714206,N_L5_Y1,156,10/14/2022 0:00,151,10/8/2022 0:00,Bait_Interest,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\a0\a0e68110-e6c6-4115-903e-fee87ab74b23.jpg,152,NL105B,10/10/2022 23:35,2/1/2023 2:59,a0e68110-e6c6-4115-903e-fee87ab74b23,jpg,3318,TRUE,TRUE,2/1/2023 2:59,0.05 sec,Flash fired,f/2.8,6 mm,169,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:24,43068,1,6/2/2023 16:24,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Virginia Opossum,10/28/2022 3:14,Didelphis,5,Virginia Opossum,,virginiana,10/28/2022 3:14,90,34.685815,-86.714206,N_L5_Y1,156,10/14/2022 0:00,151,10/8/2022 0:00,Bait_Taken,Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\68\681f72cb-5381-4364-8210-36b6df3a5bcf.jpg,155,NL108A,10/3/2022 12:25,2/1/2023 3:29,681f72cb-5381-4364-8210-36b6df3a5bcf,jpg,3401,TRUE,TRUE,2/1/2023 3:29,1/120 sec,Flash did not fire,f/2.8,6 mm,146,"Top, left side (Horizontal / normal)",7296,4104,6/2/2023 16:33,43148,1,6/2/2023 16:33,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,Northern Flicker,2/17/2023 13:01,Colaptes,41,Northern Flicker,,auratus,2/17/2023 13:01,92,34.684038,-86.708736,N_L8_Y1,159,10/8/2022 0:00,154,10/1/2022 0:00,Other,Not_Taken
C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\65\65467bad-7d98-4dc5-8cb5-e73a968f5d53.jpg,158,NL109B,10/8/2022 10:15,2/1/2023 14:15,65467bad-7d98-4dc5-8cb5-e73a968f5d53,jpg,3716,TRUE,TRUE,2/1/2023 14:15,1/288 sec,Flash did not fire,f/2.8,6 mm,100,"Top, left side (Horizontal / normal)",7296,4104,4/5/2024 15:21,,,4/5/2024 15:21,41,RSA_L1_Y1,2023-01-24T12:48:44.270Z,5,Redstone Arsenal: Year 1,4,2023-04-24T16:08:00.983Z,,,4/5/2024 15:21,,,,,,4/5/2024 15:21,93,34.68465,-86.708694,N_L9_Y1,162,10/14/2022 0:00,157,10/8/2022 0:00,,
