Station,Camera,CameraName,Species,TrapAndCamera,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
S_L29_Y1,688,SL305A,Procyon lotor,S_L29_Y1_688,2023-01-15 06:36:27,2023-01-15,06:36:27,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\e2,e24065dc-7af5-4475-bd84-17c31179b208.jpg
S_U67_Y1,856,SU607A,unknown lagomorph,S_U67_Y1_856,2023-01-15 06:38:00,2023-01-15,06:38:00,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\7e,7ee9aca6-e85d-4651-84d6-4a442a1e1183.jpg
S_L68_Y1,757,SL608A,Sciurus carolinensis,S_L68_Y1_757,2023-01-15 08:37:47,2023-01-15,08:37:47,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\da,da40b00b-f458-4466-9405-b18866c5b691.jpg
S_U61_Y1,849,SU601A,Turdus migratorius,S_U61_Y1_849,2023-01-15 08:42:42,2023-01-15,08:42:42,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\f2,f292ad6a-30d5-48e9-92cf-a50d2237b5b7.jpg
S_L53_Y1,730,SL505A,Sciurus carolinensis,S_L53_Y1_730,2023-01-15 08:50:15,2023-01-15,08:50:15,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\6b,6befcb5b-117b-417e-aeda-f4353ec81cd2.jpg
S_L54_Y1,732,SL506A,Odocoileus virginianus,S_L54_Y1_732,2023-01-15 09:14:18,2023-01-15,09:14:18,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\2f,2ffefbc4-3f65-44bc-8876-53d45312da3f.jpg
S_L66_Y1,754,SL606A,unknown passerine,S_L66_Y1_754,2023-01-15 09:16:38,2023-01-15,09:16:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\50,500cf839-e7ae-462e-afcb-b12672d12807.jpg
S_L58_Y1,740,SL510A,Odocoileus virginianus,S_L58_Y1_740,2023-01-15 09:25:21,2023-01-15,09:25:21,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\a2,a2a5fa2d-1a74-4285-a4f0-c02eb326d283.jpg
S_L72_Y1,765,SL612A,Odocoileus virginianus,S_L72_Y1_765,2023-01-15 09:30:14,2023-01-15,09:30:14,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\1d,1daec8b2-1503-459c-b172-38e87fb3d281.jpg
S_L6_Y1,648,SL106A,Dumetella carolinensis,S_L6_Y1_648,2023-01-15 09:56:01,2023-01-15,09:56:01,63032,1050,17.5,0.7,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5c,5ce8b4f8-c2d9-4619-800c-76ecac5bd601.jpg
S_L53_Y1,730,SL505A,Odocoileus virginianus,S_L53_Y1_730,2023-01-15 10:05:21,2023-01-15,10:05:21,15773,262,4.4,0.2,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\6a,6ab2ced7-94d9-40d9-90eb-528c6630cb1a.jpg
S_U68_Y1,858,SU608A,unknown passerine,S_U68_Y1_858,2023-01-15 11:22:48,2023-01-15,11:22:48,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\0c,0cacfbef-6776-4def-96ca-ec7158724bf4.jpg
S_L49_Y1,722,SL501A,Turdus migratorius,S_L49_Y1_722,2023-01-15 11:26:39,2023-01-15,11:26:39,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\93,93434c2d-bd54-479f-afc6-dd433dd1eae8.jpg
S_L49_Y1,722,SL501A,Tamias striatus,S_L49_Y1_722,2023-01-15 11:50:40,2023-01-15,11:50:40,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\16,1652768b-00b0-42c7-af5b-dcdfd724e055.jpg
S_L49_Y1,722,SL501A,Turdus migratorius,S_L49_Y1_722,2023-01-15 11:55:45,2023-01-15,11:55:45,1746,29,0.5,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b3,b3949a2a-a559-45e0-9ece-91b083ac1054.jpg
S_L49_Y1,722,SL501A,Turdus migratorius,S_L49_Y1_722,2023-01-15 13:24:04,2023-01-15,13:24:04,5299,88,1.5,0.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\62,62d221a4-253d-4312-aef6-1aa6cb36eeed.jpg
S_U53_Y1,837,SU505A,unknown passerine,S_U53_Y1_837,2023-01-15 15:15:28,2023-01-15,15:15:28,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\49,4995b7fb-b766-4afe-9f1c-e2c3eee987d9.jpg
S_L2_Y1,641,SL102A,Turdus migratorius,S_L2_Y1_641,2023-01-15 15:50:28,2023-01-15,15:50:28,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\05,05d19ebb-e13d-4dfd-9c92-0c96f9f5269f.jpg
S_L36_Y1,701,SL312A,unknown passerine,S_L36_Y1_701,2023-01-15 16:15:45,2023-01-15,16:15:45,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\2d,2d518c91-4fb7-452a-8f21-7c003d97c185.jpg
S_L65_Y1,752,SL605A,Sciurus carolinensis,S_L65_Y1_752,2023-01-15 16:47:54,2023-01-15,16:47:54,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\71,71caeffa-426b-42a7-8ce5-4d215aae935d.jpg
S_L35_Y1,699,SL311A,Sciurus carolinensis,S_L35_Y1_699,2023-01-15 17:09:49,2023-01-15,17:09:49,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\68,68eb464f-e61d-4439-9083-ea3cb44b4a42.jpg
S_U10_Y1,782,SU110A,unknown rodent,S_U10_Y1_782,2023-01-15 17:41:56,2023-01-15,17:41:56,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b0,b03a888c-d720-4294-819e-ac217ec542f9.jpg
S_L31_Y1,692,SL307A,Didelphis virginiana,S_L31_Y1_692,2023-01-15 17:56:22,2023-01-15,17:56:22,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\d1,d19b9438-965e-4a3a-8e09-fee7e95051c6.jpg
S_L71_Y1,763,SL611A,Didelphis virginiana,S_L71_Y1_763,2023-01-15 18:28:50,2023-01-15,18:28:50,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\1e,1eff2654-faee-4683-8163-e75e7e6e31aa.jpg
S_L15_Y1,661,SL203A,unknown rodent,S_L15_Y1_661,2023-01-15 18:33:46,2023-01-15,18:33:46,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\9a,9ac211ab-556c-4631-a1b6-786383910657.jpg
S_L29_Y1,688,SL305A,Procyon lotor,S_L29_Y1_688,2023-01-15 18:49:43,2023-01-15,18:49:43,43996,733,12.2,0.5,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\3e,3e381e11-1acd-4d2f-ba0f-8f8837ef62cc.jpg
S_L71_Y1,763,SL611A,Didelphis virginiana,S_L71_Y1_763,2023-01-15 18:55:50,2023-01-15,18:55:50,1620,27,0.5,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\f1,f18d0e4c-eb99-4ea7-b5df-d507ace32cac.jpg
S_L53_Y1,730,SL505A,Didelphis virginiana,S_L53_Y1_730,2023-01-15 19:06:19,2023-01-15,19:06:19,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\1f,1f346e1a-0281-4827-9826-473031b7cb69.jpg
S_L39_Y1,707,SL403A,Didelphis virginiana,S_L39_Y1_707,2023-01-15 19:07:12,2023-01-15,19:07:12,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\a7,a766f08f-0ddc-490b-9308-c3cf1ce24d29.jpg
S_L9_Y1,651,SL109A,unknown rodent,S_L9_Y1_651,2023-01-15 19:08:41,2023-01-15,19:08:41,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b2,b2114458-7a3c-4284-a6eb-692909db232a.jpg
S_L62_Y1,747,SL602A,Procyon lotor,S_L62_Y1_747,2023-01-15 19:18:47,2023-01-15,19:18:47,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\76,764033da-f767-4db0-aa54-741282888792.jpg
S_L72_Y1,765,SL612A,Didelphis virginiana,S_L72_Y1_765,2023-01-15 19:35:44,2023-01-15,19:35:44,85021,1417,23.6,1.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\99,99b8ec42-01fa-4ab4-b378-3e300c1107ab.jpg
S_L28_Y1,686,SL304A,Didelphis virginiana,S_L28_Y1_686,2023-01-15 19:43:01,2023-01-15,19:43:01,71854,1197,20.0,0.8,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\2c,2c50f2bb-4e2a-4d11-a9a0-57509567e484.jpg
S_L65_Y1,752,SL605A,Procyon lotor,S_L65_Y1_752,2023-01-15 19:51:58,2023-01-15,19:51:58,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\cc,ccddf7e1-12a3-4fab-85ba-6faa9ae00c69.jpg
S_L35_Y1,699,SL311A,Procyon lotor,S_L35_Y1_699,2023-01-15 19:57:03,2023-01-15,19:57:03,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\a4,a4537ee1-859e-4cd1-aaed-27a293aefceb.jpg
S_L31_Y1,692,SL307A,Procyon lotor,S_L31_Y1_692,2023-01-15 20:15:38,2023-01-15,20:15:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\bd,bdb0b608-d0bd-4004-9f49-2d7343aefeba.jpg
S_U23_Y1,795,SU211A,unknown lagomorph,S_U23_Y1_795,2023-01-15 20:24:17,2023-01-15,20:24:17,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\07,0764080a-52b6-4193-9c7f-113c9ef15817.jpg
S_L35_Y1,699,SL311A,Procyon lotor,S_L35_Y1_699,2023-01-15 20:37:18,2023-01-15,20:37:18,2415,40,0.7,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\9b,9b4a285c-a03c-46ca-9812-f3ed15f721e2.jpg
S_L35_Y1,699,SL311A,Procyon lotor,S_L35_Y1_699,2023-01-15 20:37:18,2023-01-15,20:37:18,2415,40,0.7,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\9b,9b4a285c-a03c-46ca-9812-f3ed15f721e2.jpg
S_U69_Y1,860,SU609A,unknown rodent,S_U69_Y1_860,2023-01-15 20:47:52,2023-01-15,20:47:52,90647,1510,25.2,1.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b3,b333ae9b-d02b-4750-a255-e13ea88aa042.jpg
S_L4_Y1,645,SL104A,unknown rodent,S_L4_Y1_645,2023-01-15 20:52:09,2023-01-15,20:52:09,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\05,05e51511-1a4d-4fed-881c-f86c451e4650.jpg
S_L35_Y1,699,SL311A,Procyon lotor,S_L35_Y1_699,2023-01-15 20:58:42,2023-01-15,20:58:42,1284,21,0.4,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\72,72e5c37b-ca52-44b5-816d-6e48726e5851.jpg
S_L64_Y1,750,SL604A,Procyon lotor,S_L64_Y1_750,2023-01-15 21:10:00,2023-01-15,21:10:00,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\d4,d4dc7ce9-27ac-43bb-8c3f-3e2a14347281.jpg
S_L53_Y1,730,SL505A,Didelphis virginiana,S_L53_Y1_730,2023-01-15 21:35:21,2023-01-15,21:35:21,8942,149,2.5,0.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\76,76dda89e-8a2c-41df-8f94-ff36a3203065.jpg
S_L29_Y1,688,SL305A,Procyon lotor,S_L29_Y1_688,2023-01-15 21:45:18,2023-01-15,21:45:18,10535,175,2.9,0.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5a,5a484a3b-97af-4cf0-8f1f-8e5aec08fc4b.jpg
S_U47_Y1,828,SU411A,unknown rodent,S_U47_Y1_828,2023-01-15 22:09:53,2023-01-15,22:09:53,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\f2,f2f32815-bafd-4f6d-9c77-a108beced2f8.jpg
S_U69_Y1,860,SU609A,unknown rodent,S_U69_Y1_860,2023-01-15 22:36:46,2023-01-15,22:36:46,6534,108,1.8,0.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\4e,4e2b62b6-f646-4b0b-843d-c20f49867564.jpg
S_L28_Y1,686,SL304A,Procyon lotor,S_L28_Y1_686,2023-01-15 22:58:27,2023-01-15,22:58:27,97078,1617,27.0,1.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\e8,e802324b-485c-4d4e-8991-f33a73c49675.jpg
S_L27_Y1,684,SL303A,Didelphis virginiana,S_L27_Y1_684,2023-01-15 23:01:09,2023-01-15,23:01:09,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\77,775e4fef-3330-4ef3-b398-25f31e1049a3.jpg
S_U68_Y1,858,SU608A,unknown lagomorph,S_U68_Y1_858,2023-01-15 23:17:06,2023-01-15,23:17:06,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\41,4115cd71-8f6d-4246-98e6-6e9c4ada256c.jpg
S_L33_Y1,696,SL309A,Procyon lotor,S_L33_Y1_696,2023-01-15 23:24:56,2023-01-15,23:24:56,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\2f,2fa9a35f-5b7d-4306-926b-d37155d3a1a4.jpg
S_U72_Y1,866,SU612A,unknown rodent,S_U72_Y1_866,2023-01-15 23:37:26,2023-01-15,23:37:26,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\9e,9e9b1b53-2bd3-4d1c-b599-74fed41b3647.jpg
S_L24_Y1,678,SL212A,Didelphis virginiana,S_L24_Y1_678,2023-01-15 23:53:00,2023-01-15,23:53:00,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\55,557b9d68-eb10-4b67-adf5-27ae0ff6fc1c.jpg
S_L16_Y1,663,SL204A,Didelphis virginiana,S_L16_Y1_663,2023-01-16 00:36:21,2023-01-16,00:36:21,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\01,019ec400-91f3-43e4-903d-2cd3b789bd8f.jpg
S_L18_Y1,667,SL206A,Procyon lotor,S_L18_Y1_667,2023-01-16 00:53:13,2023-01-16,00:53:13,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\3c,3c94ffac-f375-436d-990e-a7b6b37a1ade.jpg
S_L31_Y1,692,SL307A,Procyon lotor,S_L31_Y1_692,2023-01-16 01:53:19,2023-01-16,01:53:19,20261,337,5.6,0.2,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\d8,d8a4665a-1e20-4fe0-9653-16af9e54d4d9.jpg
S_L63_Y1,749,SL603A,Procyon lotor,S_L63_Y1_749,2023-01-16 02:00:08,2023-01-16,02:00:08,105068,1751,29.2,1.2,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\90,9026b721-8912-4ba2-b68b-56bc640ddbee.jpg
S_L15_Y1,661,SL203A,unknown lagomorph,S_L15_Y1_661,2023-01-16 02:01:25,2023-01-16,02:01:25,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\9d,9d76a34c-b736-4170-9e8c-e3555187aa6f.jpg
S_U69_Y1,860,SU609A,unknown rodent,S_U69_Y1_860,2023-01-16 02:52:08,2023-01-16,02:52:08,15322,255,4.3,0.2,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\56,564591ac-bd06-464c-927b-32e7bbc203c8.jpg
S_L18_Y1,667,SL206A,Procyon lotor,S_L18_Y1_667,2023-01-16 03:14:30,2023-01-16,03:14:30,8477,141,2.4,0.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\60,60da7795-9475-4f3f-979b-18b1506408c3.jpg
S_U6_Y1,776,SU106A,Didelphis virginiana,S_U6_Y1_776,2023-01-16 03:34:26,2023-01-16,03:34:26,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\78,7801cd48-bc33-4b54-adc3-fab48cf8af9a.jpg
S_L42_Y1,713,SL406A,unknown lagomorph,S_L42_Y1_713,2023-01-16 03:37:28,2023-01-16,03:37:28,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\7b,7ba9c546-512e-4d40-af8d-d31b92d45b50.jpg
S_L57_Y1,738,SL509A,unknown lagomorph,S_L57_Y1_738,2023-01-16 03:37:31,2023-01-16,03:37:31,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\fe,fe1877bd-f2bf-4751-8ed9-6663d57d196c.jpg
S_U5_Y1,774,SU105A,Didelphis virginiana,S_U5_Y1_774,2023-01-16 03:38:43,2023-01-16,03:38:43,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\52,5252cd4b-56e1-44de-b0f5-9b95f42b8bdd.jpg
S_L38_Y1,705,SL402A,unknown rodent,S_L38_Y1_705,2023-01-16 04:13:11,2023-01-16,04:13:11,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\8f,8f670121-1c9e-4ea5-b715-216ae783cf66.jpg
S_L20_Y1,669,SL208A,Procyon lotor,S_L20_Y1_669,2023-01-16 04:26:38,2023-01-16,04:26:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c9,c9022cbb-d5c0-47ee-b1fa-621068c7a1d6.jpg
S_L20_Y1,669,SL208A,Procyon lotor,S_L20_Y1_669,2023-01-16 04:26:38,2023-01-16,04:26:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c9,c9022cbb-d5c0-47ee-b1fa-621068c7a1d6.jpg
S_L20_Y1,669,SL208A,Procyon lotor,S_L20_Y1_669,2023-01-16 04:26:38,2023-01-16,04:26:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c9,c9022cbb-d5c0-47ee-b1fa-621068c7a1d6.jpg
S_L65_Y1,752,SL605A,unknown lagomorph,S_L65_Y1_752,2023-01-16 04:41:04,2023-01-16,04:41:04,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5d,5d320361-b835-4bd5-a2b2-81df348cd5c7.jpg
S_L16_Y1,663,SL204A,Didelphis virginiana,S_L16_Y1_663,2023-01-16 04:48:29,2023-01-16,04:48:29,15128,252,4.2,0.2,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\2d,2d3a26f7-d0e2-460a-8385-27215788b13a.jpg
S_L29_Y1,688,SL305A,Procyon lotor,S_L29_Y1_688,2023-01-16 05:20:01,2023-01-16,05:20:01,27283,454,7.6,0.3,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\92,923e9a35-2c16-4485-a5cf-b8a33fde90ab.jpg
S_U69_Y1,860,SU609A,unknown rodent,S_U69_Y1_860,2023-01-16 05:38:02,2023-01-16,05:38:02,9954,165,2.8,0.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\e2,e20d0289-5507-4430-80c6-c0bbaf9a4c49.jpg
