Station,Camera,gps_y,gps_x,Setup_date,Retrieval_date
N_L42_Y1,455,34.657543,-86.622897,2022-10-02,2022-10-08
N_L42_Y1,456,34.657543,-86.622897,2022-10-08,2022-10-15
N_L43_Y1,457,34.653180,-86.622932,2022-10-02,2022-10-08
N_L43_Y1,458,34.653180,-86.622932,2022-10-08,2022-10-15
N_L44_Y1,459,34.654489,-86.623022,2022-10-02,2022-10-08
N_L44_Y1,460,34.654489,-86.623022,2022-10-08,2022-10-15
N_L45_Y1,461,34.655159,-86.623328,2022-10-02,2022-10-08
N_L45_Y1,462,34.655159,-86.623328,2022-10-08,2022-10-15
N_L46_Y1,463,34.656006,-86.623363,2022-10-02,2022-10-08
N_L46_Y1,464,34.656006,-86.623363,2022-10-08,2022-10-15
N_L47_Y1,465,34.656944,-86.623611,2022-10-02,2022-10-08
N_L47_Y1,466,34.656944,-86.623611,2022-10-08,2022-10-15
N_L48_Y1,467,34.658224,-86.622947,2022-10-02,2022-10-08
N_L48_Y1,468,34.658224,-86.622947,2022-10-08,2022-10-15
N_L49_Y1,469,34.652659,-86.691306,2022-10-01,2022-10-08
N_L49_Y1,470,34.652659,-86.691306,2022-10-08,2022-10-14
N_L4_Y1,153,34.685237,-86.714208,2022-10-01,2022-10-08
N_L4_Y1,154,34.685237,-86.714208,2022-10-08,2022-10-14
N_L50_Y1,471,34.653223,-86.691387,2022-10-01,2022-10-08
N_L50_Y1,472,34.653223,-86.691387,2022-10-08,2022-10-14
N_L51_Y1,473,34.653748,-86.691405,2022-10-01,2022-10-08
N_L51_Y1,474,34.653748,-86.691405,2022-10-08,2022-10-14
N_L52_Y1,475,34.654268,-86.691410,2022-10-01,2022-10-08
N_L52_Y1,476,34.654268,-86.691410,2022-10-08,2022-10-14
N_L53_Y1,477,34.654926,-86.691358,2022-10-01,2022-10-08
N_L53_Y1,478,34.654926,-86.691358,2022-10-08,2022-10-14
N_L54_Y1,479,34.655489,-86.691322,2022-10-01,2022-10-08
N_L54_Y1,480,34.655489,-86.691322,2022-10-08,2022-10-14
N_L55_Y1,481,34.651972,-86.686474,2022-10-01,2022-10-08
N_L55_Y1,482,34.651972,-86.686474,2022-10-08,2022-10-14
N_L56_Y1,483,34.651603,-86.686569,2022-10-01,2022-10-08
N_L56_Y1,484,34.651603,-86.686569,2022-10-08,2022-10-14
N_L57_Y1,485,34.651086,-86.687008,2022-10-01,2022-10-08
N_L57_Y1,486,34.651086,-86.687008,2022-10-08,2022-10-14
N_L58_Y1,487,34.651023,-86.687823,2022-10-01,2022-10-08
N_L58_Y1,488,34.651023,-86.687823,2022-10-08,2022-10-14
N_L59_Y1,489,34.650336,-86.688064,2022-10-01,2022-10-08
N_L59_Y1,490,34.650336,-86.688064,2022-10-08,2022-10-14
N_L5_Y1,156,34.685815,-86.714206,2022-10-08,2022-10-14
N_L60_Y1,491,34.650153,-86.688098,2022-10-08,2022-10-14
N_L61_Y1,492,34.650402,-86.610518,2022-10-02,2022-10-08
N_L61_Y1,493,34.650402,-86.610518,2022-10-08,2022-10-15
N_L62_Y1,494,34.651149,-86.610800,2022-10-02,2022-10-08
N_L62_Y1,495,34.651149,-86.610800,2022-10-08,2022-10-15
N_L63_Y1,496,34.651596,-86.611478,2022-10-02,2022-10-08
N_L63_Y1,497,34.651596,-86.611478,2022-10-08,2022-10-15
N_L64_Y1,498,34.652297,-86.611353,2022-10-02,2022-10-08
N_L64_Y1,499,34.652297,-86.611353,2022-10-08,2022-10-15
N_L65_Y1,500,34.652932,-86.611434,2022-10-02,2022-10-08
N_L65_Y1,501,34.652932,-86.611434,2022-10-08,2022-10-15
N_L66_Y1,502,34.653560,-86.611491,2022-10-02,2022-10-08
N_L66_Y1,503,34.653560,-86.611491,2022-10-08,2022-10-15
N_L67_Y1,504,34.649138,-86.608125,2022-10-02,2022-10-08
N_L67_Y1,505,34.649138,-86.608125,2022-10-08,2022-10-15
N_L68_Y1,506,34.649519,-86.608168,2022-10-02,2022-10-08
N_L68_Y1,507,34.649519,-86.608168,2022-10-08,2022-10-15
N_L69_Y1,508,34.650077,-86.608215,2022-10-02,2022-10-08
N_L69_Y1,509,34.650077,-86.608215,2022-10-08,2022-10-15
N_L6_Y1,158,34.686392,-86.714204,2022-10-08,2022-10-14
N_L70_Y1,510,34.650373,-86.608061,2022-10-02,2022-10-08
N_L70_Y1,511,34.650373,-86.608061,2022-10-08,2022-10-15
N_L71_Y1,512,34.650788,-86.608194,2022-10-02,2022-10-08
N_L71_Y1,513,34.650788,-86.608194,2022-10-08,2022-10-15
N_L72_Y1,514,34.651873,-86.608065,2022-10-02,2022-10-08
N_L72_Y1,515,34.651873,-86.608065,2022-10-08,2022-10-15
N_L8_Y1,159,34.684038,-86.708736,2022-10-01,2022-10-08
N_L8_Y1,160,34.684038,-86.708736,2022-10-08,2022-10-14
N_L9_Y1,161,34.684650,-86.708694,2022-10-01,2022-10-08
N_L9_Y1,162,34.684650,-86.708694,2022-10-08,2022-10-14
N_U10_Y1,219,34.687634,-86.643036,2022-10-02,2022-10-09
N_U10_Y1,220,34.687634,-86.643036,2022-10-09,2022-10-15
N_U11_Y1,221,34.688397,-86.643198,2022-10-02,2022-10-09
N_U11_Y1,222,34.688397,-86.643198,2022-10-09,2022-10-15
N_U12_Y1,224,34.689090,-86.643231,2022-10-02,2022-10-09
N_U12_Y1,225,34.689090,-86.643231,2022-10-09,2022-10-15
N_U13_Y1,304,34.680399,-86.654177,2022-10-02,2022-10-09
N_U13_Y1,305,34.680399,-86.654177,2022-10-09,2022-10-15
N_U14_Y1,306,34.680953,-86.654318,2022-10-02,2022-10-09
N_U14_Y1,307,34.680953,-86.654318,2022-10-09,2022-10-15
N_U15_Y1,308,34.681609,-86.654137,2022-10-02,2022-10-09
N_U15_Y1,309,34.681609,-86.654137,2022-10-09,2022-10-15
N_U16_Y1,310,34.682256,-86.654342,2022-10-02,2022-10-09
N_U16_Y1,311,34.682256,-86.654342,2022-10-09,2022-10-15
N_U17_Y1,312,34.683319,-86.654517,2022-10-02,2022-10-09
N_U17_Y1,313,34.683319,-86.654517,2022-10-09,2022-10-15
N_U18_Y1,314,34.682806,-86.654443,2022-10-02,2022-10-09
N_U18_Y1,315,34.682806,-86.654443,2022-10-09,2022-10-15
N_U19_Y1,316,34.680696,-86.648618,2022-10-02,2022-10-09
N_U1_Y1,200,34.686361,-86.648654,2022-10-01,2022-10-08
N_U1_Y1,201,34.686361,-86.648654,2022-10-08,2022-10-14
N_U20_Y1,317,34.680924,-86.648679,2022-10-02,2022-10-09
N_U20_Y1,318,34.680924,-86.648679,2022-10-09,2022-10-15
N_U21_Y1,319,34.681571,-86.648701,2022-10-02,2022-10-09
N_U21_Y1,320,34.681571,-86.648701,2022-10-09,2022-10-15
N_U22_Y1,321,34.682100,-86.648683,2022-10-02,2022-10-09
N_U22_Y1,322,34.682100,-86.648683,2022-10-09,2022-10-15
N_U23_Y1,323,34.682738,-86.648691,2022-10-02,2022-10-09
N_U23_Y1,324,34.682738,-86.648691,2022-10-09,2022-10-15
N_U24_Y1,325,34.683388,-86.648717,2022-10-02,2022-10-09
N_U24_Y1,326,34.683388,-86.648717,2022-10-09,2022-10-15
N_U25_Y1,327,34.673826,-86.659688,2022-10-02,2022-10-09
N_U25_Y1,328,34.673826,-86.659688,2022-10-09,2022-10-15
N_U26_Y1,329,34.674502,-86.659634,2022-10-02,2022-10-09
N_U26_Y1,330,34.674502,-86.659634,2022-10-09,2022-10-15
N_U27_Y1,331,34.674983,-86.659570,2022-10-02,2022-10-09
N_U27_Y1,332,34.674983,-86.659570,2022-10-09,2022-10-15
N_U28_Y1,333,34.675494,-86.659553,2022-10-02,2022-10-09
N_U28_Y1,334,34.675494,-86.659553,2022-10-09,2022-10-15
N_U29_Y1,335,34.675791,-86.659700,2022-10-02,2022-10-09
N_U29_Y1,336,34.675791,-86.659700,2022-10-09,2022-10-15
N_U2_Y1,202,34.686792,-86.648719,2022-10-01,2022-10-08
N_U2_Y1,203,34.686792,-86.648719,2022-10-08,2022-10-14
N_U30_Y1,337,34.676271,-86.659747,2022-10-02,2022-10-09
N_U30_Y1,338,34.676271,-86.659747,2022-10-09,2022-10-15
N_U31_Y1,340,34.674750,-86.654142,2022-10-02,2022-10-09
N_U31_Y1,341,34.674750,-86.654142,2022-10-09,2022-10-15
N_U32_Y1,342,34.675340,-86.653986,2022-10-02,2022-10-09
N_U32_Y1,343,34.675340,-86.653986,2022-10-09,2022-10-15
N_U33_Y1,344,34.675939,-86.654113,2022-10-02,2022-10-09
N_U33_Y1,345,34.675939,-86.654113,2022-10-09,2022-10-15
N_U34_Y1,346,34.676577,86.654150,2022-10-09,2022-10-15
N_U35_Y1,347,34.677221,-86.654217,2022-10-02,2022-10-09
N_U35_Y1,348,34.677221,-86.654217,2022-10-09,2022-10-15
N_U36_Y1,349,34.677466,-86.654308,2022-10-02,2022-10-09
N_U36_Y1,350,34.677466,-86.654308,2022-10-09,2022-10-15
N_U37_Y1,351,34.668922,-86.654233,2022-10-02,2022-10-09
N_U37_Y1,352,34.668922,-86.654233,2022-10-09,2022-10-15
N_U38_Y1,353,34.669499,-86.654230,2022-10-02,2022-10-09
N_U38_Y1,354,34.669499,-86.654230,2022-10-09,2022-10-15
N_U39_Y1,355,34.670079,-86.654059,2022-10-02,2022-10-09
N_U39_Y1,356,34.670079,-86.654059,2022-10-09,2022-10-15
N_U3_Y1,206,34.687382,-86.648724,2022-10-02,2022-10-09
N_U3_Y1,207,34.687382,-86.648724,2022-10-09,2022-10-15
N_U40_Y1,357,34.670569,-86.654099,2022-10-02,2022-10-09
N_U40_Y1,358,34.670569,-86.654099,2022-10-09,2022-10-15
N_U41_Y1,359,34.671126,-86.654072,2022-10-02,2022-10-09
N_U41_Y1,360,34.671126,-86.654072,2022-10-09,2022-10-15
N_U42_Y1,361,34.671849,-86.654110,2022-10-02,2022-10-09
N_U42_Y1,362,34.671849,-86.654110,2022-10-09,2022-10-15
N_U43_Y1,363,34.779182,-86.648949,2022-10-02,2022-10-09
N_U43_Y1,364,34.779182,-86.648949,2022-10-09,2022-10-15
N_U44_Y1,365,34.669453,-86.648870,2022-10-02,2022-10-09
N_U44_Y1,366,34.669453,-86.648870,2022-10-09,2022-10-15
N_U45_Y1,367,34.670109,-86.648700,2022-10-02,2022-10-09
N_U45_Y1,368,34.670109,-86.648700,2022-10-09,2022-10-15
N_U46_Y1,369,34.670638,-86.648768,2022-10-02,2022-10-09
N_U46_Y1,370,34.670638,-86.648768,2022-10-09,2022-10-15
N_U47_Y1,371,34.671279,-86.648885,2022-10-02,2022-10-09
N_U47_Y1,372,34.671279,-86.648885,2022-10-09,2022-10-15
N_U48_Y1,373,34.671193,-86.648763,2022-10-02,2022-10-09
N_U48_Y1,374,34.671193,-86.648763,2022-10-09,2022-10-15
N_U49_Y1,375,34.666096,-86.642725,2022-10-02,2022-10-09
N_U49_Y1,376,34.666096,-86.642725,2022-10-09,2022-10-15
N_U4_Y1,210,34.687953,-86.648628,2022-10-02,2022-10-09
N_U4_Y1,211,34.687953,-86.648628,2022-10-09,2022-10-15
N_U50_Y1,377,34.666537,-86.642481,2022-10-02,2022-10-09
N_U50_Y1,378,34.666537,-86.642481,2022-10-09,2022-10-15
N_U51_Y1,379,34.667045,-86.642646,2022-10-02,2022-10-09
N_U51_Y1,380,34.667045,-86.642646,2022-10-09,2022-10-15
N_U52_Y1,381,34.667802,-86.642822,2022-10-02,2022-10-09
N_U52_Y1,382,34.667802,-86.642822,2022-10-09,2022-10-15
N_U53_Y1,383,34.668284,-86.642699,2022-10-02,2022-10-09
N_U53_Y1,384,34.668284,-86.642699,2022-10-09,2022-10-15
N_U54_Y1,385,34.668740,-86.642413,2022-10-02,2022-10-09
N_U54_Y1,386,34.668740,-86.642413,2022-10-09,2022-10-15
N_U55_Y1,387,34.665424,-86.640764,2022-10-02,2022-10-09
N_U55_Y1,388,34.665424,-86.640764,2022-10-09,2022-10-15
N_U56_Y1,389,34.665816,-86.640896,2022-10-02,2022-10-09
N_U56_Y1,390,34.665816,-86.640896,2022-10-09,2022-10-15
N_U57_Y1,391,34.666127,-86.640822,2022-10-02,2022-10-09
N_U57_Y1,392,34.666127,-86.640822,2022-10-09,2022-10-15
N_U58_Y1,393,34.666467,-86.640715,2022-10-02,2022-10-09
N_U59_Y1,394,34.666924,-86.640796,2022-10-02,2022-10-09
N_U59_Y1,395,34.666924,-86.640796,2022-10-09,2022-10-15
N_U5_Y1,212,34.688509,-86.648702,2022-10-02,2022-10-09
N_U5_Y1,213,34.688509,-86.648702,2022-10-09,2022-10-15
N_U60_Y1,396,34.667432,-86.640572,2022-10-02,2022-10-09
N_U60_Y1,397,34.667432,-86.640572,2022-10-09,2022-10-15
N_U61_Y1,398,34.667603,-86.643890,2022-10-02,2022-10-09
N_U61_Y1,399,34.667603,-86.643890,2022-10-09,2022-10-15
N_U62_Y1,400,34.667786,-86.643759,2022-10-02,2022-10-09
N_U62_Y1,401,34.667786,-86.643759,2022-10-09,2022-10-15
N_U63_Y1,402,34.667720,-86.643606,2022-10-02,2022-10-09
N_U63_Y1,403,34.667720,-86.643606,2022-10-09,2022-10-15
N_U64_Y1,404,34.668014,-86.643570,2022-10-02,2022-10-09
N_U64_Y1,405,34.668014,-86.643570,2022-10-09,2022-10-15
N_U65_Y1,406,34.668144,-86.643292,2022-10-02,2022-10-09
N_U65_Y1,407,34.668144,-86.643292,2022-10-09,2022-10-15
N_U66_Y1,408,34.668240,-86.643231,2022-10-02,2022-10-09
N_U66_Y1,409,34.668240,-86.643231,2022-10-09,2022-10-15
N_U67_Y1,410,34.667892,-86.644204,2022-10-02,2022-10-09
N_U67_Y1,411,34.667892,-86.644204,2022-10-09,2022-10-15
N_U68_Y1,412,34.668268,-86.644018,2022-10-02,2022-10-09
N_U68_Y1,413,34.668268,-86.644018,2022-10-09,2022-10-15
N_U69_Y1,414,34.668419,-86.643786,2022-10-09,2022-10-15
N_U6_Y1,214,34.689116,-86.648646,2022-10-02,2022-10-09
N_U6_Y1,215,34.689116,-86.648646,2022-10-09,2022-10-15
N_U70_Y1,415,34.668626,-86.643561,2022-10-02,2022-10-09
N_U70_Y1,416,34.668626,-86.643561,2022-10-09,2022-10-15
N_U71_Y1,417,34.668577,-86.643417,2022-10-02,2022-10-09
N_U71_Y1,418,34.668577,-86.643417,2022-10-09,2022-10-15
N_U72_Y1,419,34.668716,-86.643253,2022-10-02,2022-10-09
N_U72_Y1,420,34.668716,-86.643253,2022-10-09,2022-10-15
N_U8_Y1,216,34.686782,-86.643241,2022-10-02,2022-10-09
N_U9_Y1,217,34.687358,-86.643239,2022-10-02,2022-10-09
N_U9_Y1,218,34.687358,-86.643239,2022-10-09,2022-10-15
